entity_id,entity_namespace,source_entity_id,entity_name_original,entity_name_standard,entity_name_status,entity_type_source,entity_type_standardized,entity_type_status,source_pevc_status,standardized_pevc_status,pevc_basis,canonical_entity_id,alias_group_id,manual_review_required,review_status
STD-688726-012,STANDARD,STD-688726-012,嘉兴朝希,嘉兴朝希洪泰股权投资合伙企业（有限合伙）,RECOVERED_ACCEPTED_NAME,FUND,FUND,CONFIRMED,PEVC_CONFIRMED,PEVC_CONFIRMED,招股书私募基金备案表列示基金编号及管理人。,STD-688726-012,,False,FINAL_APPROVED
STD-688726-013,STANDARD,STD-688726-013,嘉兴朝骞,嘉兴朝骞股权投资合伙企业（有限合伙）,RECOVERED_ACCEPTED_NAME,FUND,FUND,CONFIRMED,PEVC_CONFIRMED,PEVC_CONFIRMED,招股书私募基金备案表列示基金编号及管理人。,STD-688726-013,,False,FINAL_APPROVED
STD-688726-014,STANDARD,STD-688726-014,嘉兴腾寅,嘉兴腾寅股权投资合伙企业（有限合伙）,RECOVERED_ACCEPTED_NAME,PARTNERSHIP,PARTNERSHIP,CONFIRMED,PEVC_CANDIDATE,PEVC_CANDIDATE,具有投资机构名称或经营属性，但未进入本次招股书29名备案私募基金清单，保守列候选。,STD-688726-014,,True,ACCEPTED_LIMITATION
STD-688726-015,STANDARD,STD-688726-015,国寿科创,国寿（深圳）科技创新私募股权投资基金合伙企业（有限合伙）,RECOVERED_ACCEPTED_NAME,FUND,FUND,CONFIRMED,PEVC_CONFIRMED,PEVC_CONFIRMED,招股书私募基金备案表列示基金编号及管理人。,STD-688726-015,,False,FINAL_APPROVED
STD-688726-016,STANDARD,STD-688726-016,国盈君和,海口市国盈君和企业管理合伙企业（有限合伙）,RECOVERED_ACCEPTED_NAME,PARTNERSHIP,PARTNERSHIP,CONFIRMED,PEVC_EXCLUDED,PEVC_EXCLUDED,未获得足以确认PE/VC的招股书证据。,STD-688726-016,,False,FINAL_APPROVED
STD-688726-017,STANDARD,STD-688726-017,如东嘉达,如东嘉达股权投资基金合伙企业（有限合伙）,RECOVERED_ACCEPTED_NAME,FUND,FUND,CONFIRMED,PEVC_CONFIRMED,PEVC_CONFIRMED,招股书私募基金备案表列示基金编号及管理人。,STD-688726-017,,False,FINAL_APPROVED
STD-688726-018,STANDARD,STD-688726-018,如东恒君,如东恒君股权投资基金合伙企业（有限合伙）,RECOVERED_ACCEPTED_NAME,FUND,FUND,CONFIRMED,PEVC_CONFIRMED,PEVC_CONFIRMED,招股书私募基金备案表列示基金编号及管理人。,STD-688726-018,,False,FINAL_APPROVED
STD-688726-019,STANDARD,STD-688726-019,如东睿达,如东睿达股权投资基金合伙企业（有限合伙）,RECOVERED_ACCEPTED_NAME,FUND,FUND,CONFIRMED,PEVC_CONFIRMED,PEVC_CONFIRMED,招股书私募基金备案表列示基金编号及管理人。,STD-688726-019,,False,FINAL_APPROVED
STD-688726-020,STANDARD,STD-688726-020,姜洪峰,姜洪峰,RECOVERED_ACCEPTED_NAME,NATURAL_PERSON,NATURAL_PERSON,CONFIRMED,PEVC_EXCLUDED,PEVC_EXCLUDED,自然人，不计入PE/VC法律主体。,STD-688726-020,,False,FINAL_APPROVED
STD-688726-021,STANDARD,STD-688726-021,孟祥云,孟祥云,RECOVERED_ACCEPTED_NAME,NATURAL_PERSON,NATURAL_PERSON,CONFIRMED,PEVC_EXCLUDED,PEVC_EXCLUDED,自然人，不计入PE/VC法律主体。,STD-688726-021,,False,FINAL_APPROVED
STD-688726-022,STANDARD,STD-688726-022,宁波易津,宁波易津紫台投资管理合伙企业（有限合伙）,RECOVERED_ACCEPTED_NAME,PARTNERSHIP,PARTNERSHIP,CONFIRMED,PEVC_CANDIDATE,PEVC_CANDIDATE,具有投资机构名称或经营属性，但未进入本次招股书29名备案私募基金清单，保守列候选。,STD-688726-022,,True,ACCEPTED_LIMITATION
STD-688726-023,STANDARD,STD-688726-023,安托信,深圳安托信投资合伙企业（有限合伙）,RECOVERED_ACCEPTED_NAME,PARTNERSHIP,PARTNERSHIP,CONFIRMED,PEVC_CANDIDATE,PEVC_CANDIDATE,具有投资机构名称或经营属性，但未进入本次招股书29名备案私募基金清单，保守列候选。,STD-688726-023,,True,ACCEPTED_LIMITATION
STD-688726-024,STANDARD,STD-688726-024,安是新能源,安是新能源材料（上海）有限公司,RECOVERED_ACCEPTED_NAME,COMPANY,COMPANY,CONFIRMED,PEVC_EXCLUDED,PEVC_EXCLUDED,未获得足以确认PE/VC的招股书证据。,STD-688726-024,,False,FINAL_APPROVED
STD-688726-025,STANDARD,STD-688726-025,张强,张强,RECOVERED_ACCEPTED_NAME,NATURAL_PERSON,NATURAL_PERSON,CONFIRMED,PEVC_EXCLUDED,PEVC_EXCLUDED,自然人，不计入PE/VC法律主体。,STD-688726-025,,False,FINAL_APPROVED
STD-688726-026,STANDARD,STD-688726-026,张文正,张文正,RECOVERED_ACCEPTED_NAME,NATURAL_PERSON,NATURAL_PERSON,CONFIRMED,PEVC_EXCLUDED,PEVC_EXCLUDED,自然人，不计入PE/VC法律主体。,STD-688726-026,,False,FINAL_APPROVED
STD-688726-027,STANDARD,STD-688726-027,张玉秋,张玉秋,RECOVERED_ACCEPTED_NAME,NATURAL_PERSON,NATURAL_PERSON,CONFIRMED,PEVC_EXCLUDED,PEVC_EXCLUDED,自然人，不计入PE/VC法律主体。,STD-688726-027,,False,FINAL_APPROVED
STD-688726-028,STANDARD,STD-688726-028,张钰琪,张钰琪,RECOVERED_ACCEPTED_NAME,NATURAL_PERSON,NATURAL_PERSON,CONFIRMED,PEVC_EXCLUDED,PEVC_EXCLUDED,自然人，不计入PE/VC法律主体。,STD-688726-028,,False,FINAL_APPROVED
STD-688726-029,STANDARD,STD-688726-029,徐家林,徐家林,RECOVERED_ACCEPTED_NAME,NATURAL_PERSON,NATURAL_PERSON,CONFIRMED,PEVC_EXCLUDED,PEVC_EXCLUDED,自然人，不计入PE/VC法律主体。,STD-688726-029,,False,FINAL_APPROVED
STD-688726-030,STANDARD,STD-688726-030,德兴川弘,德兴市川弘投资有限公司,RECOVERED_ACCEPTED_NAME,COMPANY,COMPANY,CONFIRMED,PEVC_CANDIDATE,PEVC_CANDIDATE,具有投资机构名称或经营属性，但未进入本次招股书29名备案私募基金清单，保守列候选。,STD-688726-030,,True,ACCEPTED_LIMITATION
STD-688726-031,STANDARD,STD-688726-031,房坤,房坤,RECOVERED_ACCEPTED_NAME,NATURAL_PERSON,NATURAL_PERSON,CONFIRMED,PEVC_EXCLUDED,PEVC_EXCLUDED,自然人，不计入PE/VC法律主体。,STD-688726-031,,False,FINAL_APPROVED
STD-688726-032,STANDARD,STD-688726-032,捷毅创投,宁波捷毅创业投资合伙企业（有限合伙）,RECOVERED_ACCEPTED_NAME,FUND,FUND,CONFIRMED,PEVC_CONFIRMED,PEVC_CONFIRMED,招股书私募基金备案表列示基金编号及管理人。,STD-688726-032,,False,FINAL_APPROVED
STD-688726-033,STANDARD,STD-688726-033,斐君隆成,常州斐君隆成股权投资合伙企业（有限合伙）,RECOVERED_ACCEPTED_NAME,PARTNERSHIP,PARTNERSHIP,CONFIRMED,PEVC_CANDIDATE,PEVC_CANDIDATE,具有投资机构名称或经营属性，但未进入本次招股书29名备案私募基金清单，保守列候选。,STD-688726-033,,True,ACCEPTED_LIMITATION
STD-688726-034,STANDARD,STD-688726-034,无锡芯动力,无锡芯动力股权投资合伙企业（有限合伙）,RECOVERED_ACCEPTED_NAME,FUND,FUND,CONFIRMED,PEVC_CONFIRMED,PEVC_CONFIRMED,招股书私募基金备案表列示基金编号及管理人。,STD-688726-034,,False,FINAL_APPROVED
STD-688726-035,STANDARD,STD-688726-035,易方新达,易方新达创业投资（广东）合伙企业（有限合伙）,RECOVERED_ACCEPTED_NAME,FUND,FUND,CONFIRMED,PEVC_CONFIRMED,PEVC_CONFIRMED,招股书私募基金备案表列示基金编号及管理人。,STD-688726-035,,False,FINAL_APPROVED
STD-688726-036,STANDARD,STD-688726-036,易方新达二号,易方新达二号创业投资（广东）合伙企业（有限合伙）,RECOVERED_ACCEPTED_NAME,FUND,FUND,CONFIRMED,PEVC_CONFIRMED,PEVC_CONFIRMED,招股书私募基金备案表列示基金编号及管理人。,STD-688726-036,,False,FINAL_APPROVED
STD-688726-037,STANDARD,STD-688726-037,昱源五期,青岛昱源五期创业投资中心（有限合伙）,RECOVERED_ACCEPTED_NAME,FUND,FUND,CONFIRMED,PEVC_CONFIRMED,PEVC_CONFIRMED,招股书私募基金备案表列示基金编号及管理人。,STD-688726-037,,False,FINAL_APPROVED
STD-688726-038,STANDARD,STD-688726-038,普朗克六号,深圳市普朗克六号企业管理合伙企业（有限合伙）,RECOVERED_ACCEPTED_NAME,EMPLOYEE_PLATFORM,EMPLOYEE_PLATFORM,CONFIRMED,PEVC_EXCLUDED,PEVC_EXCLUDED,招股书明确为实际控制人控制的员工/持股平台。,STD-688726-038,,False,FINAL_APPROVED
STD-688726-039,STANDARD,STD-688726-039,普朗克合伙,深圳市普朗克企业管理合伙企业（有限合伙）,RECOVERED_ACCEPTED_NAME,EMPLOYEE_PLATFORM,EMPLOYEE_PLATFORM,CONFIRMED,PEVC_EXCLUDED,PEVC_EXCLUDED,招股书明确为实际控制人控制的员工/持股平台。,STD-688726-039,,False,FINAL_APPROVED
STD-688726-040,STANDARD,STD-688726-040,朱雀壬寅,上海朱雀壬寅私募投资基金合伙企业（有限合伙）,RECOVERED_ACCEPTED_NAME,FUND,FUND,CONFIRMED,PEVC_CONFIRMED,PEVC_CONFIRMED,招股书私募基金备案表列示基金编号及管理人。,STD-688726-040,,False,FINAL_APPROVED
STD-688726-041,STANDARD,STD-688726-041,李恒盛,李恒盛,RECOVERED_ACCEPTED_NAME,NATURAL_PERSON,NATURAL_PERSON,CONFIRMED,PEVC_EXCLUDED,PEVC_EXCLUDED,自然人，不计入PE/VC法律主体。,STD-688726-041,,False,FINAL_APPROVED
STD-688726-042,STANDARD,STD-688726-042,杭州鋆沐,杭州鋆沐股权投资合伙企业（有限合伙）,RECOVERED_ACCEPTED_NAME,FUND,FUND,CONFIRMED,PEVC_CONFIRMED,PEVC_CONFIRMED,招股书私募基金备案表列示基金编号及管理人。,STD-688726-042,,False,FINAL_APPROVED
STD-688726-043,STANDARD,STD-688726-043,林佳继,林佳继,RECOVERED_ACCEPTED_NAME,NATURAL_PERSON,NATURAL_PERSON,CONFIRMED,PEVC_EXCLUDED,PEVC_EXCLUDED,自然人，不计入PE/VC法律主体。,STD-688726-043,,False,FINAL_APPROVED
STD-688726-044,STANDARD,STD-688726-044,林洋创投,林洋创业投资（上海）有限公司,RECOVERED_ACCEPTED_NAME,COMPANY,COMPANY,CONFIRMED,PEVC_CANDIDATE,PEVC_CANDIDATE,具有投资机构名称或经营属性，但未进入本次招股书29名备案私募基金清单，保守列候选。,STD-688726-044,,True,ACCEPTED_LIMITATION
STD-688726-045,STANDARD,STD-688726-045,正逸宁投资,共青城正逸宁投资管理合伙企业（有限合伙）,RECOVERED_ACCEPTED_NAME,PARTNERSHIP,PARTNERSHIP,CONFIRMED,PEVC_CANDIDATE,PEVC_CANDIDATE,具有投资机构名称或经营属性，但未进入本次招股书29名备案私募基金清单，保守列候选。,STD-688726-045,,True,ACCEPTED_LIMITATION
STD-688726-046,STANDARD,STD-688726-046,海南与君,海南与君投资合伙企业（有限合伙）,RECOVERED_ACCEPTED_NAME,PARTNERSHIP,PARTNERSHIP,CONFIRMED,PEVC_CANDIDATE,PEVC_CANDIDATE,具有投资机构名称或经营属性，但未进入本次招股书29名备案私募基金清单，保守列候选。,STD-688726-046,,True,ACCEPTED_LIMITATION
STD-688726-047,STANDARD,STD-688726-047,海南同致,海南同致投资合伙企业（有限合伙）,RECOVERED_ACCEPTED_NAME,PARTNERSHIP,PARTNERSHIP,CONFIRMED,PEVC_CANDIDATE,PEVC_CANDIDATE,具有投资机构名称或经营属性，但未进入本次招股书29名备案私募基金清单，保守列候选。,STD-688726-047,,True,ACCEPTED_LIMITATION
STD-688726-048,STANDARD,STD-688726-048,海南瑞麟,海南瑞麟壹号投资合伙企业（有限合伙）,RECOVERED_ACCEPTED_NAME,PARTNERSHIP,PARTNERSHIP,CONFIRMED,PEVC_CANDIDATE,PEVC_CANDIDATE,具有投资机构名称或经营属性，但未进入本次招股书29名备案私募基金清单，保守列候选。,STD-688726-048,,True,ACCEPTED_LIMITATION
STD-688726-049,STANDARD,STD-688726-049,盛欣投资,淄博盛欣股权投资合伙企业（有限合伙）,RECOVERED_ACCEPTED_NAME,FUND,FUND,CONFIRMED,PEVC_CONFIRMED,PEVC_CONFIRMED,招股书私募基金备案表列示基金编号及管理人。,STD-688726-049,,False,FINAL_APPROVED
STD-688726-050,STANDARD,STD-688726-050,秋石一号,厦门秋石一号投资管理合伙企业（有限合伙）,RECOVERED_ACCEPTED_NAME,FUND,FUND,CONFIRMED,PEVC_CONFIRMED,PEVC_CONFIRMED,招股书私募基金备案表列示基金编号及管理人。,STD-688726-050,,False,FINAL_APPROVED
STD-688726-051,STANDARD,STD-688726-051,秋石二号,厦门秋石二号投资管理合伙企业（有限合伙）,RECOVERED_ACCEPTED_NAME,FUND,FUND,CONFIRMED,PEVC_CONFIRMED,PEVC_CONFIRMED,招股书私募基金备案表列示基金编号及管理人。,STD-688726-051,,False,FINAL_APPROVED
STD-688726-052,STANDARD,STD-688726-052,秋石二期,嘉兴秋石二期创业投资合伙企业（有限合伙）,RECOVERED_ACCEPTED_NAME,FUND,FUND,CONFIRMED,PEVC_CONFIRMED,PEVC_CONFIRMED,招股书私募基金备案表列示基金编号及管理人。,STD-688726-052,,False,FINAL_APPROVED
STD-688726-053,STANDARD,STD-688726-053,科创二号,广州科创智汇二号创业投资合伙企业（有限合伙）,RECOVERED_ACCEPTED_NAME,FUND,FUND,CONFIRMED,PEVC_CONFIRMED,PEVC_CONFIRMED,招股书私募基金备案表列示基金编号及管理人。,STD-688726-053,,False,FINAL_APPROVED
STD-688726-054,STANDARD,STD-688726-054,科创产投,广州科创产业投资基金合伙企业（有限合伙）,RECOVERED_ACCEPTED_NAME,FUND,FUND,CONFIRMED,PEVC_CONFIRMED,PEVC_CONFIRMED,招股书私募基金备案表列示基金编号及管理人。,STD-688726-054,,False,FINAL_APPROVED
STD-688726-055,STANDARD,STD-688726-055,笛卡尔合伙,深圳市笛卡尔企业管理合伙企业（有限合伙）,RECOVERED_ACCEPTED_NAME,EMPLOYEE_PLATFORM,EMPLOYEE_PLATFORM,CONFIRMED,PEVC_EXCLUDED,PEVC_EXCLUDED,招股书明确为实际控制人控制的员工/持股平台。,STD-688726-055,,False,FINAL_APPROVED
STD-688726-056,STANDARD,STD-688726-056,聚源芯创,深圳聚源芯创私募股权投资基金合伙企业（有限合伙）,RECOVERED_ACCEPTED_NAME,FUND,FUND,CONFIRMED,PEVC_CONFIRMED,PEVC_CONFIRMED,招股书私募基金备案表列示基金编号及管理人。,STD-688726-056,,False,FINAL_APPROVED
STD-688726-057,STANDARD,STD-688726-057,胡中祥,胡中祥,RECOVERED_ACCEPTED_NAME,NATURAL_PERSON,NATURAL_PERSON,CONFIRMED,PEVC_EXCLUDED,PEVC_EXCLUDED,自然人，不计入PE/VC法律主体。,STD-688726-057,,False,FINAL_APPROVED
STD-688726-058,STANDARD,STD-688726-058,自强合伙,深圳市自强企业管理合伙企业（有限合伙）,RECOVERED_ACCEPTED_NAME,EMPLOYEE_PLATFORM,EMPLOYEE_PLATFORM,CONFIRMED,PEVC_EXCLUDED,PEVC_EXCLUDED,招股书明确为实际控制人控制的员工/持股平台。,STD-688726-058,,False,FINAL_APPROVED
STD-688726-059,STANDARD,STD-688726-059,蔡鑫,蔡鑫,RECOVERED_ACCEPTED_NAME,NATURAL_PERSON,NATURAL_PERSON,CONFIRMED,PEVC_EXCLUDED,PEVC_EXCLUDED,自然人，不计入PE/VC法律主体。,STD-688726-059,,False,FINAL_APPROVED
STD-688726-060,STANDARD,STD-688726-060,行远志恒,共青城行远志恒股权投资合伙企业（有限合伙）,RECOVERED_ACCEPTED_NAME,FUND,FUND,CONFIRMED,PEVC_CONFIRMED,PEVC_CONFIRMED,招股书私募基金备案表列示基金编号及管理人。,STD-688726-060,,False,FINAL_APPROVED
STD-688726-061,STANDARD,STD-688726-061,赛格合创,张家港深投控赛格合创股权投资合伙企业（有限合伙）,RECOVERED_ACCEPTED_NAME,FUND,FUND,CONFIRMED,PEVC_CONFIRMED,PEVC_CONFIRMED,招股书私募基金备案表列示基金编号及管理人。,STD-688726-061,,False,FINAL_APPROVED
STD-688726-062,STANDARD,STD-688726-062,赵天雪,赵天雪,RECOVERED_ACCEPTED_NAME,NATURAL_PERSON,NATURAL_PERSON,CONFIRMED,PEVC_EXCLUDED,PEVC_EXCLUDED,自然人，不计入PE/VC法律主体。,STD-688726-062,,False,FINAL_APPROVED
STD-688726-063,STANDARD,STD-688726-063,赵永红,赵永红,RECOVERED_ACCEPTED_NAME,NATURAL_PERSON,NATURAL_PERSON,CONFIRMED,PEVC_EXCLUDED,PEVC_EXCLUDED,自然人，不计入PE/VC法律主体。,STD-688726-063,,False,FINAL_APPROVED
STD-688726-064,STANDARD,STD-688726-064,赵能平,赵能平,RECOVERED_ACCEPTED_NAME,NATURAL_PERSON,NATURAL_PERSON,CONFIRMED,PEVC_EXCLUDED,PEVC_EXCLUDED,自然人，不计入PE/VC法律主体。,STD-688726-064,,False,FINAL_APPROVED
STD-688726-065,STANDARD,STD-688726-065,连城数控,大连连城数控机器股份有限公司,RECOVERED_ACCEPTED_NAME,COMPANY,COMPANY,CONFIRMED,PEVC_EXCLUDED,PEVC_EXCLUDED,未获得足以确认PE/VC的招股书证据。,STD-688726-065,,False,FINAL_APPROVED
STD-688726-066,STANDARD,STD-688726-066,钟保善,钟保善,RECOVERED_ACCEPTED_NAME,NATURAL_PERSON,NATURAL_PERSON,CONFIRMED,PEVC_EXCLUDED,PEVC_EXCLUDED,自然人，不计入PE/VC法律主体。,STD-688726-066,,False,FINAL_APPROVED
STD-688726-067,STANDARD,STD-688726-067,陈婉升,陈婉升,RECOVERED_ACCEPTED_NAME,NATURAL_PERSON,NATURAL_PERSON,CONFIRMED,PEVC_EXCLUDED,PEVC_EXCLUDED,自然人，不计入PE/VC法律主体。,STD-688726-067,,False,FINAL_APPROVED
STD-688726-068,STANDARD,STD-688726-068,陈方明,陈方明,RECOVERED_ACCEPTED_NAME,NATURAL_PERSON,NATURAL_PERSON,CONFIRMED,PEVC_EXCLUDED,PEVC_EXCLUDED,自然人，不计入PE/VC法律主体。,STD-688726-068,,False,FINAL_APPROVED
STD-688726-069,STANDARD,STD-688726-069,陈耀民,陈耀民,RECOVERED_ACCEPTED_NAME,NATURAL_PERSON,NATURAL_PERSON,CONFIRMED,PEVC_EXCLUDED,PEVC_EXCLUDED,自然人，不计入PE/VC法律主体。,STD-688726-069,,False,FINAL_APPROVED
STD-688726-070,STANDARD,STD-688726-070,青岛盛京,青岛盛京协同联合投资合伙企业（有限合伙）,RECOVERED_ACCEPTED_NAME,FUND,FUND,CONFIRMED,PEVC_CONFIRMED,PEVC_CONFIRMED,招股书私募基金备案表列示基金编号及管理人。,STD-688726-070,,False,FINAL_APPROVED
STD-688726-071,STANDARD,STD-688726-071,韩明祥,韩明祥,RECOVERED_ACCEPTED_NAME,NATURAL_PERSON,NATURAL_PERSON,CONFIRMED,PEVC_EXCLUDED,PEVC_EXCLUDED,自然人，不计入PE/VC法律主体。,STD-688726-071,,False,FINAL_APPROVED
STD-688726-072,STANDARD,STD-688726-072,韩铮,韩铮,RECOVERED_ACCEPTED_NAME,NATURAL_PERSON,NATURAL_PERSON,CONFIRMED,PEVC_EXCLUDED,PEVC_EXCLUDED,自然人，不计入PE/VC法律主体。,STD-688726-072,,False,FINAL_APPROVED
STD-688726-073,STANDARD,STD-688726-073,领汇基石,深圳市领汇基石股权投资基金合伙企业（有限合伙）,RECOVERED_ACCEPTED_NAME,FUND,FUND,CONFIRMED,PEVC_CONFIRMED,PEVC_CONFIRMED,招股书私募基金备案表列示基金编号及管理人。,STD-688726-073,,False,FINAL_APPROVED
STD-688726-074,STANDARD,STD-688726-074,高新投创投,深圳市高新投创业投资有限公司,RECOVERED_ACCEPTED_NAME,COMPANY,COMPANY,CONFIRMED,PEVC_CANDIDATE,PEVC_CANDIDATE,具有投资机构名称或经营属性，但未进入本次招股书29名备案私募基金清单，保守列候选。,STD-688726-074,,True,ACCEPTED_LIMITATION
STD-688726-075,STANDARD,STD-688726-075,黄埔数字,广州黄埔数字经济产业投资基金合伙企业（有限合伙）,RECOVERED_ACCEPTED_NAME,FUND,FUND,CONFIRMED,PEVC_CONFIRMED,PEVC_CONFIRMED,招股书私募基金备案表列示基金编号及管理人。,STD-688726-075,,False,FINAL_APPROVED
STD-688726-076,STANDARD,STD-688726-076,黄埔永平,广州黄埔永平科创股权投资合伙企业（有限合伙）,RECOVERED_ACCEPTED_NAME,FUND,FUND,CONFIRMED,PEVC_CONFIRMED,PEVC_CONFIRMED,招股书私募基金备案表列示基金编号及管理人。,STD-688726-076,,False,FINAL_APPROVED
STD-688726-077,STANDARD,STD-688726-077,齐麟,齐麟,RECOVERED_ACCEPTED_NAME,NATURAL_PERSON,NATURAL_PERSON,CONFIRMED,PEVC_EXCLUDED,PEVC_EXCLUDED,自然人，不计入PE/VC法律主体。,STD-688726-077,,False,FINAL_APPROVED
